No_QR,NOM_QR,AnneeDeclaration,NBR_LOGTRAITE,Pct_LogTraite_QR,NOM_ARROND
60B,Centre-Nord,2013,69,0.0120904152795,Montréal-Nord
60B,Centre-Nord,2014,65,0.0113895216401,Montréal-Nord
60B,Centre-Nord,2015,24,0.00420536183634,Montréal-Nord
60B,Centre-Nord,2016,33,0.00578237252497,Montréal-Nord
60B,Centre-Nord,2017,71,0.0124408620992,Montréal-Nord
60B,Centre-Nord,2018,16,0.00280357455756,Montréal-Nord
60C,Centre,2011,71,0.0083021515435,Montréal-Nord
60C,Centre,2012,107,0.0125116931712,Montréal-Nord
60C,Centre,2013,122,0.0142656688494,Montréal-Nord
60C,Centre,2014,75,0.00876987839102,Montréal-Nord
60C,Centre,2015,99,0.0115762394761,Montréal-Nord
60C,Centre,2016,98,0.0114593077643,Montréal-Nord
60C,Centre,2017,120,0.0140318054256,Montréal-Nord
60C,Centre,2018,223,0.0260757717493,Montréal-Nord
61,Est,2011,134,0.00940879090015,Montréal-Nord
61,Est,2012,113,0.00793427889341,Montréal-Nord
61,Est,2013,363,0.0254879932594,Montréal-Nord
61,Est,2014,282,0.0198005898048,Montréal-Nord
61,Est,2015,345,0.024224125825,Montréal-Nord
61,Est,2016,240,0.0168515657913,Montréal-Nord
61,Est,2017,165,0.0115854514815,Montréal-Nord
61,Est,2018,68,0.00477461030754,Montréal-Nord
62,Port-Maurice,2011,16,0.000860168808129,Saint-Léonard
62,Port-Maurice,2012,130,0.00698887156604,Saint-Léonard
62,Port-Maurice,2013,246,0.013225095425,Saint-Léonard
62,Port-Maurice,2014,181,0.00973065964195,Saint-Léonard
62,Port-Maurice,2015,52,0.00279554862642,Saint-Léonard
62,Port-Maurice,2016,52,0.00279554862642,Saint-Léonard
62,Port-Maurice,2017,52,0.00279554862642,Saint-Léonard
62,Port-Maurice,2018,8,0.000430084404064,Saint-Léonard
63,Grande-Prairie,2011,54,0.00368877655578,Saint-Léonard
63,Grande-Prairie,2012,30,0.00204932030876,Saint-Léonard
63,Grande-Prairie,2013,520,0.0355215520186,Saint-Léonard
63,Grande-Prairie,2014,418,0.0285538629688,Saint-Léonard
63,Grande-Prairie,2015,318,0.0217227952729,Saint-Léonard
63,Grande-Prairie,2016,94,0.00642120363413,Saint-Léonard
63,Grande-Prairie,2017,59,0.00403032994057,Saint-Léonard
63,Grande-Prairie,2018,31,0.00211763098572,Saint-Léonard
64,Verdun-Centre,2011,90,0.00525547445255,Verdun
64,Verdun-Centre,2012,126,0.00735766423358,Verdun
64,Verdun-Centre,2013,202,0.011795620438,Verdun
64,Verdun-Centre,2014,124,0.00724087591241,Verdun
64,Verdun-Centre,2015,204,0.0119124087591,Verdun
64,Verdun-Centre,2016,125,0.00729927007299,Verdun
64,Verdun-Centre,2017,115,0.00671532846715,Verdun
64,Verdun-Centre,2018,34,0.00198540145985,Verdun
65,Ile-des-Soeurs,2011,3,0.000277726346973,Verdun
65,Ile-des-Soeurs,2012,2,0.000185150897982,Verdun
65,Ile-des-Soeurs,2013,2,0.000185150897982,Verdun
65,Ile-des-Soeurs,2014,2,0.000185150897982,Verdun
65,Ile-des-Soeurs,2015,1,9.25754489909e-05,Verdun
65,Ile-des-Soeurs,2016,4,0.000370301795964,Verdun
65,Ile-des-Soeurs,2017,64,0.00592482873542,Verdun
66,Desmarchais-Crawford,2011,9,0.00096576885932,Verdun
66,Desmarchais-Crawford,2012,125,0.0134134563794,Verdun
66,Desmarchais-Crawford,2013,56,0.00600922845799,Verdun
66,Desmarchais-Crawford,2014,35,0.00375576778624,Verdun
66,Desmarchais-Crawford,2015,43,0.00461422899453,Verdun
66,Desmarchais-Crawford,2016,9,0.00096576885932,Verdun
66,Desmarchais-Crawford,2017,16,0.00171692241657,Verdun
66,Desmarchais-Crawford,2018,9,0.00096576885932,Verdun
67,Cecil-P.-Newman,2011,16,0.00101658301036,LaSalle
67,Cecil-P.-Newman,2012,31,0.00196962958257,LaSalle
67,Cecil-P.-Newman,2013,19,0.0012071923248,LaSalle
67,Cecil-P.-Newman,2014,23,0.00146133807739,LaSalle
67,Cecil-P.-Newman,2015,85,0.00540059724252,LaSalle
67,Cecil-P.-Newman,2016,95,0.00603596162399,LaSalle
67,Cecil-P.-Newman,2017,114,0.00724315394879,LaSalle
67,Cecil-P.-Newman,2018,14,0.000889510134062,LaSalle
68,Sault-Saint-Louis,2011,288,0.0130122441603,LaSalle
68,Sault-Saint-Louis,2012,60,0.00271088420006,LaSalle
68,Sault-Saint-Louis,2013,40,0.00180725613338,LaSalle
68,Sault-Saint-Louis,2014,79,0.00356933086342,LaSalle
68,Sault-Saint-Louis,2015,47,0.00212352595672,LaSalle
68,Sault-Saint-Louis,2016,89,0.00402114489676,LaSalle
68,Sault-Saint-Louis,2017,138,0.00623503366015,LaSalle
68,Sault-Saint-Louis,2018,29,0.0013102606967,LaSalle
69,Lachine-Ouest,2011,16,0.00220628792057,Lachine
69,Lachine-Ouest,2012,11,0.00151682294539,Lachine
69,Lachine-Ouest,2013,29,0.00399889685604,Lachine
69,Lachine-Ouest,2014,24,0.00330943188086,Lachine
69,Lachine-Ouest,2015,5,0.000689464975179,Lachine
69,Lachine-Ouest,2016,10,0.00137892995036,Lachine
69,Lachine-Ouest,2017,36,0.00496414782129,Lachine
69,Lachine-Ouest,2018,10,0.00137892995036,Lachine
70,Vieux-Lachine - Saint-Pierre,2011,23,0.00151485213726,Lachine
70,Vieux-Lachine - Saint-Pierre,2012,69,0.00454455641178,Lachine
70,Vieux-Lachine - Saint-Pierre,2013,56,0.00368833563854,Lachine
70,Vieux-Lachine - Saint-Pierre,2014,70,0.00461041954818,Lachine
70,Vieux-Lachine - Saint-Pierre,2015,79,0.0052031877758,Lachine
70,Vieux-Lachine - Saint-Pierre,2016,42,0.00276625172891,Lachine
70,Vieux-Lachine - Saint-Pierre,2017,81,0.00533491404861,Lachine
70,Vieux-Lachine - Saint-Pierre,2018,34,0.00223934663769,Lachine
71,Pierrefonds-Ouest,2011,4,0.000360782898891,Pierrefonds-Roxboro
71,Pierrefonds-Ouest,2012,4,0.000360782898891,Pierrefonds-Roxboro
71,Pierrefonds-Ouest,2013,2,0.000180391449445,Pierrefonds-Roxboro
71,Pierrefonds-Ouest,2014,3,0.000270587174168,Pierrefonds-Roxboro
71,Pierrefonds-Ouest,2015,1,9.01957247226e-05,Pierrefonds-Roxboro
71,Pierrefonds-Ouest,2016,1,9.01957247226e-05,Pierrefonds-Roxboro
71,Pierrefonds-Ouest,2017,4,0.000360782898891,Pierrefonds-Roxboro
71,Pierrefonds-Ouest,2018,,,Pierrefonds-Roxboro
72,Pierrefonds-Est,2011,17,0.00111519286277,Pierrefonds-Roxboro
72,Pierrefonds-Est,2012,11,0.00072159538179,Pierrefonds-Roxboro
72,Pierrefonds-Est,2013,22,0.00144319076358,Pierrefonds-Roxboro
72,Pierrefonds-Est,2014,12,0.000787194961952,Pierrefonds-Roxboro
72,Pierrefonds-Est,2015,17,0.00111519286277,Pierrefonds-Roxboro
72,Pierrefonds-Est,2016,31,0.00203358698504,Pierrefonds-Roxboro
72,Pierrefonds-Est,2017,29,0.00190238782472,Pierrefonds-Roxboro
72,Pierrefonds-Est,2018,1,6.55995801627e-05,Pierrefonds-Roxboro
73,Anjou,2011,33,0.00163869301817,Anjou
73,Anjou,2012,43,0.00213526666005,Anjou
73,Anjou,2013,101,0.0050153937829,Anjou
73,Anjou,2014,85,0.0042208759559,Anjou
73,Anjou,2015,95,0.00471744959778,Anjou
73,Anjou,2016,74,0.00367464494985,Anjou
73,Anjou,2017,68,0.00337670076472,Anjou
73,Anjou,2018,19,0.000943489919555,Anjou
74,Outremont,2011,4,0.000386959465996,Outremont
74,Outremont,2012,17,0.00164457773048,Outremont
74,Outremont,2013,17,0.00164457773048,Outremont
74,Outremont,2014,47,0.00454677372545,Outremont
74,Outremont,2015,47,0.00454677372545,Outremont
74,Outremont,2016,52,0.00503047305795,Outremont
74,Outremont,2017,13,0.00125761826449,Outremont
74,Outremont,2018,11,0.00106413853149,Outremont
75,L'Île-Bizard–Sainte-Geneviève,2011,2,0.000274876305662,L'Île-Bizard–Sainte-Geneviève
75,L'Île-Bizard–Sainte-Geneviève,2013,3,0.000412314458494,L'Île-Bizard–Sainte-Geneviève
75,L'Île-Bizard–Sainte-Geneviève,2014,11,0.00151181968114,L'Île-Bizard–Sainte-Geneviève
75,L'Île-Bizard–Sainte-Geneviève,2015,8,0.00109950522265,L'Île-Bizard–Sainte-Geneviève
75,L'Île-Bizard–Sainte-Geneviève,2016,1,0.000137438152831,L'Île-Bizard–Sainte-Geneviève
83,Côte-Saint-Luc,2012,1,6.59022011335e-05,
83,Côte-Saint-Luc,2013,1,6.59022011335e-05,
83,Côte-Saint-Luc,2014,2,0.000131804402267,
83,Côte-Saint-Luc,2015,1,6.59022011335e-05,
83,Côte-Saint-Luc,2016,1,6.59022011335e-05,
83,Côte-Saint-Luc,2018,2,0.000131804402267,
